
time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;p;Bx;By;Bz;
19:08:05:687;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;-0,0079;-0,0031;0,0006;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:697;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;-0,0024;0,0006;-0,0018;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:707;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;0,0012;-0,0061;0,0000;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:717;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;-0,0037;-0,0061;0,0006;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:727;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;0,0049;-0,0006;0,0006;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:737;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;-0,0055;0,0018;0,0000;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:746;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;-0,0098;0,0031;0,0043;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:757;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;0,0067;0,0037;0,0012;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:766;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;-0,0049;-0,0055;0,0061;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:777;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;-0,0018;0,0006;-0,0018;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:786;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;0,0006;0,0012;-0,0031;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:797;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;-0,0073;-0,0012;0,0006;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:806;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;0,0055;-0,0024;0,0061;987,8469;-23,0400;41,8200;-13,8600;
19:08:05:818;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;0,0055;-0,0024;0,0061;987,8469;-23,1600;41,7000;-13,9200;
19:08:05:819;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;0,0055;-0,0024;0,0061;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:820;0,0533;-0,9657;0,1920;0,1504;0,1141;-0,1886;0,0049;0,0018;0,0049;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:821;0,0540;-0,9914;0,2074;0,1504;0,1141;-0,1886;0,0049;0,0018;0,0049;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:823;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0049;0,0018;0,0049;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:824;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0049;0,0018;0,0049;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:827;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0018;-0,0006;0,0024;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:837;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0031;-0,0018;0,0018;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:847;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0037;-0,0031;0,0055;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:857;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0031;-0,0031;0,0006;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:867;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0031;-0,0049;0,0012;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:877;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0061;-0,0055;0,0018;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:887;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0031;-0,0018;-0,0006;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:897;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0098;0,0018;-0,0006;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:907;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0043;-0,0006;-0,0024;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:917;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0024;-0,0061;-0,0006;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:927;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0000;0,0024;-0,0012;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:937;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0024;-0,0018;-0,0049;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:947;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0006;0,0043;-0,0031;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:957;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0006;-0,0061;-0,0006;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:967;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0006;-0,0018;-0,0043;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:977;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0098;0,0031;-0,0012;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:987;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0031;0,0031;0,0018;987,8508;-23,1600;41,7000;-13,9200;
19:08:05:998;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0031;0,0031;0,0018;987,8508;-23,1000;41,8200;-14,2200;
19:08:06:000;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;-0,0031;0,0031;0,0018;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:001;0,0540;-0,9914;0,2074;0,1109;-0,1341;-0,0139;0,0024;0,0018;0,0018;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:003;0,0349;-0,9626;0,1996;0,1109;-0,1341;-0,0139;0,0024;0,0018;0,0018;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:004;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0024;0,0018;0,0018;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:006;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0024;0,0018;0,0018;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:007;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0067;-0,0055;-0,0018;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:017;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0043;-0,0037;0,0012;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:027;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0012;0,0000;-0,0012;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:037;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0018;0,0000;-0,0024;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:047;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0024;-0,0024;0,0000;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:057;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0061;-0,0073;-0,0024;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:067;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0055;-0,0043;-0,0012;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:077;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0031;-0,0018;-0,0024;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:087;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0104;0,0024;-0,0049;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:097;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0098;0,0049;-0,0061;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:107;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0006;-0,0006;-0,0024;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:117;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0037;-0,0012;-0,0024;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:127;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0055;-0,0031;-0,0067;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:137;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0122;0,0018;0,0000;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:147;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0073;-0,0012;-0,0043;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:157;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0098;-0,0067;-0,0067;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:167;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0024;-0,0031;-0,0012;987,8469;-23,1000;41,8200;-14,2200;
19:08:06:179;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0024;-0,0031;-0,0012;987,8469;-23,5200;41,7600;-14,2200;
19:08:06:180;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;0,0024;-0,0031;-0,0012;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:181;0,0349;-0,9626;0,1996;-0,0681;0,1516;-0,0773;-0,0024;-0,0079;-0,0006;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:183;0,0340;-0,9518;0,2235;-0,0681;0,1516;-0,0773;-0,0024;-0,0079;-0,0006;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:184;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0024;-0,0079;-0,0006;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:186;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0024;-0,0079;-0,0006;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:187;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0043;0,0012;0,0006;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:197;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0110;0,0006;-0,0012;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:207;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0031;-0,0043;-0,0018;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:217;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0086;-0,0067;0,0031;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:227;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0049;0,0000;-0,0024;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:237;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0086;0,0031;0,0037;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:247;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0043;-0,0061;-0,0031;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:257;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0000;-0,0024;-0,0024;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:267;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0006;-0,0055;-0,0031;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:277;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0104;0,0012;-0,0006;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:287;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0037;-0,0055;-0,0049;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:297;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0086;-0,0049;-0,0024;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:307;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0006;0,0012;-0,0006;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:317;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0128;0,0006;-0,0037;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:327;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0031;-0,0024;-0,0055;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:337;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0037;-0,0049;-0,0055;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:347;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0043;-0,0006;-0,0024;987,8357;-23,5200;41,7600;-14,2200;
19:08:06:359;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0043;-0,0006;-0,0024;987,8357;-23,2200;41,5200;-13,9200;
19:08:06:361;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;0,0043;-0,0006;-0,0024;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:363;0,0340;-0,9518;0,2235;-0,0576;0,2469;0,1065;-0,0037;0,0049;0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:364;0,0425;-0,9824;0,2367;-0,0576;0,2469;0,1065;-0,0037;0,0049;0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:366;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0037;0,0049;0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:367;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0037;0,0049;0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:369;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0018;-0,0043;-0,0024;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:377;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0061;-0,0086;0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:387;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0055;0,0012;0,0049;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:397;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0165;-0,0031;0,0055;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:407;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0018;0,0049;0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:417;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0104;-0,0079;-0,0049;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:427;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0067;-0,0043;0,0024;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:437;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0134;0,0049;0,0006;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:447;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0018;0,0024;0,0006;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:457;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0000;-0,0012;0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:467;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0128;-0,0031;0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:477;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0067;0,0031;-0,0018;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:487;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0104;-0,0037;0,0049;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:497;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0012;-0,0079;0,0061;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:507;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0031;0,0012;0,0043;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:517;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0092;0,0000;0,0049;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:527;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0073;-0,0067;-0,0024;987,8279;-23,2200;41,5200;-13,9200;
19:08:06:538;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0073;-0,0067;-0,0024;987,8279;-23,1600;41,4600;-13,6800;
19:08:06:538;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;-0,0073;-0,0067;-0,0024;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:539;0,0425;-0,9824;0,2367;0,0232;-0,0675;0,1681;0,0140;0,0000;0,0012;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:540;0,0213;-0,9880;0,2384;0,0232;-0,0675;0,1681;0,0140;0,0000;0,0012;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:541;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0140;0,0000;0,0012;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:542;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0140;0,0000;0,0012;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:546;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0031;-0,0079;0,0018;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:557;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0098;0,0024;0,0018;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:567;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0018;0,0049;0,0079;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:577;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0031;-0,0024;0,0055;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:587;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0006;-0,0006;0,0024;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:597;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0043;-0,0049;0,0067;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:607;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0018;0,0018;0,0055;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:617;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0049;-0,0031;0,0012;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:627;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0024;-0,0055;-0,0018;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:637;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0018;-0,0104;-0,0012;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:647;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0043;0,0024;-0,0006;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:657;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0037;-0,0043;0,0037;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:667;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0159;0,0000;-0,0061;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:677;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0006;-0,0037;0,0006;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:687;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0012;-0,0037;-0,0018;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:697;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0049;0,0061;0,0012;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:707;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0049;-0,0031;-0,0018;987,8247;-23,1600;41,4600;-13,6800;
19:08:06:718;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0049;-0,0031;-0,0018;987,8247;-22,7400;41,1600;-13,5600;
19:08:06:720;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;-0,0049;-0,0031;-0,0018;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:721;0,0213;-0,9880;0,2384;-0,1309;-0,1327;0,1316;0,0043;-0,0037;0,0006;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:722;0,0393;-0,9547;0,2086;-0,1309;-0,1327;0,1316;0,0043;-0,0037;0,0006;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:724;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0043;-0,0037;0,0006;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:727;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0043;-0,0037;0,0006;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:728;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0006;-0,0024;-0,0012;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:737;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0000;-0,0018;-0,0024;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:747;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;-0,0018;-0,0037;-0,0006;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:757;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0012;-0,0012;0,0037;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:767;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0049;-0,0006;0,0000;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:777;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;-0,0043;-0,0043;-0,0012;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:787;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;-0,0037;0,0012;-0,0018;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:797;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;-0,0043;-0,0049;-0,0037;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:806;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0049;0,0000;-0,0061;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:818;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;-0,0031;0,0012;-0,0012;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:828;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;-0,0024;-0,0031;-0,0043;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:838;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0104;-0,0067;-0,0043;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:848;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0024;-0,0024;-0,0031;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:858;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0122;0,0000;-0,0031;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:868;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0079;0,0006;-0,0037;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:878;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;-0,0024;-0,0079;-0,0024;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:888;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0079;0,0006;-0,0055;987,8181;-22,7400;41,1600;-13,5600;
19:08:06:900;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0079;0,0006;-0,0055;987,8181;-22,7400;41,1600;-13,5000;
19:08:06:901;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0079;0,0006;-0,0055;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:903;0,0393;-0,9547;0,2086;0,0410;0,1965;-0,1442;0,0000;-0,0110;-0,0024;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:904;0,0420;-0,9811;0,1964;0,0410;0,1965;-0,1442;0,0000;-0,0110;-0,0024;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:905;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;0,0000;-0,0110;-0,0024;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:906;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;0,0000;-0,0110;-0,0024;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:908;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0079;-0,0043;-0,0012;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:918;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0055;-0,0067;-0,0073;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:928;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0012;-0,0055;-0,0043;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:938;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0055;-0,0006;0,0031;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:948;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;0,0037;-0,0018;-0,0043;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:958;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0061;-0,0055;-0,0031;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:968;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;0,0079;-0,0055;-0,0079;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:978;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;0,0024;-0,0031;-0,0012;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:988;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0043;-0,0024;-0,0024;987,8206;-22,7400;41,1600;-13,5000;
19:08:06:998;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0067;-0,0018;0,0000;987,8206;-22,7400;41,1600;-13,5000;
19:08:07:008;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0024;-0,0031;-0,0037;987,8206;-22,7400;41,1600;-13,5000;
19:08:07:018;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;0,0024;-0,0049;-0,0043;987,8206;-22,7400;41,1600;-13,5000;
19:08:07:028;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;0,0024;-0,0061;0,0012;987,8206;-22,7400;41,1600;-13,5000;
19:08:07:038;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0012;0,0043;-0,0012;987,8206;-22,7400;41,1600;-13,5000;
19:08:07:048;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;0,0012;0,0012;-0,0049;987,8206;-22,7400;41,1600;-13,5000;
19:08:07:058;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0098;-0,0086;-0,0055;987,8206;-22,7400;41,1600;-13,5000;
19:08:07:068;0,0420;-0,9811;0,1964;0,0453;-0,0436;-0,1779;-0,0043;-0,0031;-0,0024;987,8206;-22,7400;41,1600;-13,5000;
